ID Year,Year,ID State,State,ID Workforce Status,Workforce Status,ID Detailed Occupation,Detailed Occupation,Average Wage,Average Wage Appx MOE,Slug State
2018,"2018","04000US20","Kansas","true","true","272042","Musicians and singers",16334.06993006993,15156.096329560354,"kansas"
2018,"2018","04000US21","Kentucky","true","true","272042","Musicians and singers",17270.18210197711,25855.131060491487,"kentucky"
2018,"2018","04000US22","Louisiana","true","true","272042","Musicians and singers",35239.2912414966,22938.975955925405,"louisiana"
2018,"2018","04000US23","Maine","true","true","272042","Musicians and singers",13383.860294117647,43229.905773413666,"maine"
2018,"2018","04000US24","Maryland","true","true","272042","Musicians and singers",43571.189340101526,38119.1887242236,"maryland"
2018,"2018","04000US25","Massachusetts","true","true","272042","Musicians and singers",35722.01512915129,33919.10364671336,"massachusetts"
2018,"2018","04000US26","Michigan","true","true","272042","Musicians and singers",25796.354954367667,20380.012502160123,"michigan"
2018,"2018","04000US27","Minnesota","true","true","272042","Musicians and singers",24800.453505007154,16922.842851019253,"minnesota"
2018,"2018","04000US28","Mississippi","true","true","272042","Musicians and singers",26835.800802139038,14795.701440007388,"mississippi"
2018,"2018","04000US29","Missouri","true","true","272042","Musicians and singers",25236.375486381323,13455.974911589137,"missouri"
2018,"2018","04000US30","Montana","true","true","272042","Musicians and singers",12851.203045685279,20078.7916109127,"montana"
2018,"2018","04000US31","Nebraska","true","true","272042","Musicians and singers",12279.717592592593,19761.772608926134,"nebraska"
2018,"2018","04000US32","Nevada","true","true","272042","Musicians and singers",47638.46226415094,56234.75363910806,"nevada"
2018,"2018","04000US33","New Hampshire","true","true","272042","Musicians and singers",12946.444444444445,25015.775530308474,"new-hampshire"
2018,"2018","04000US34","New Jersey","true","true","272042","Musicians and singers",49836.28221693302,34363.800937317836,"new-jersey"
2018,"2018","04000US35","New Mexico","true","true","272042","Musicians and singers",23858.820158102768,31294.793856346303,"new-mexico"
2018,"2018","04000US36","New York","true","true","272042","Musicians and singers",48004.303140379656,17139.556672699655,"new-york"
2018,"2018","04000US37","North Carolina","true","true","272042","Musicians and singers",26933.93382561772,12919.095021117702,"north-carolina"
2018,"2018","04000US38","North Dakota","true","true","272042","Musicians and singers",15168.84126984127,45730.8676749751,"north-dakota"
2018,"2018","04000US39","Ohio","true","true","272042","Musicians and singers",27136.74229203025,15929.042975835093,"ohio"
2018,"2018","04000US40","Oklahoma","true","true","272042","Musicians and singers",26478.072625698325,15479.665051265652,"oklahoma"
2018,"2018","04000US41","Oregon","true","true","272042","Musicians and singers",20683.57351676698,16735.350556464586,"oregon"
2018,"2018","04000US42","Pennsylvania","true","true","272042","Musicians and singers",32373.915294679075,19379.32150176067,"pennsylvania"
2018,"2018","04000US44","Rhode Island","true","true","272042","Musicians and singers",33532.364285714284,53193.147436901345,"rhode-island"
2018,"2018","04000US45","South Carolina","true","true","272042","Musicians and singers",26829.57106469689,22202.934569943067,"south-carolina"
2018,"2018","04000US46","South Dakota","true","true","272042","Musicians and singers",9769.070588235294,31715.405633322338,"south-dakota"
2018,"2018","04000US47","Tennessee","true","true","272042","Musicians and singers",36106.823182247404,18435.32366506402,"tennessee"
2018,"2018","04000US48","Texas","true","true","272042","Musicians and singers",24991.984929630093,7885.593405382908,"texas"
2018,"2018","04000US49","Utah","true","true","272042","Musicians and singers",39723.26958525346,41397.6608729382,"utah"
2018,"2018","04000US50","Vermont","true","true","272042","Musicians and singers",29173.048192771083,30716.092822426657,"vermont"
2018,"2018","04000US51","Virginia","true","true","272042","Musicians and singers",35351.79878971256,18258.44790068434,"virginia"
2018,"2018","04000US53","Washington","true","true","272042","Musicians and singers",29031.49862258953,17952.67940231485,"washington"
2018,"2018","04000US54","West Virginia","true","true","272042","Musicians and singers",20285.370517928288,37965.910211511364,"west-virginia"
2018,"2018","04000US55","Wisconsin","true","true","272042","Musicians and singers",15319.935558112773,9539.318253591713,"wisconsin"
2018,"2018","04000US56","Wyoming","true","true","272042","Musicians and singers",36557.379310344826,78480.27679751161,"wyoming"
